Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
09/28/2022,Alabama,2020,28,2020-07-11,1265,1177,17,217,31,62,12,64,14,19,23,305,72,135,122,,,,,,,,,,,,,,,
09/28/2022,Alabama,2020,29,2020-07-18,1289,1201,23,203,24,68,22,71,17,19,24,273,66,192,172,,,,,,,,,,,,,,,
09/28/2022,Alabama,2020,30,2020-07-25,1333,1257,21,212,28,65,17,69,10,20,22,285,78,251,241,,,,,,,,,,,,,,,
09/28/2022,Alabama,2020,31,2020-08-01,1364,1269,15,198,23,56,25,74,21,20,15,310,71,263,238,,,,,,,,,,,,,,,
09/28/2022,Alabama,2020,32,2020-08-08,1379,1288,15,177,32,40,21,76,14,17,27,291,69,264,253,,,,,,,,,,,,,,,
09/28/2022,Alabama,2020,33,2020-08-15,1305,1207,,166,26,60,20,68,21,15,24,291,74,230,214,,,Suppressed (counts 1-9),,,,,,,,,,,,
09/28/2022,Alabama,2020,34,2020-08-22,1303,1219,16,193,22,55,17,58,13,21,26,293,75,209,197,,,,,,,,,,,,,,,
09/28/2022,Alabama,2020,35,2020-08-29,1216,1129,19,191,24,54,17,62,19,20,22,249,56,185,175,,,,,,,,,,,,,,,
09/28/2022,Alabama,2020,36,2020-09-05,1216,1132,22,212,24,61,14,65,12,15,12,258,60,156,142,,,,,,,,,,,,,,,
09/28/2022,Alabama,2020,37,2020-09-12,1232,1148,17,198,28,66,12,59,19,23,21,295,49,138,130,,,,,,,,,,,,,,,
09/28/2022,Alabama,2020,38,2020-09-19,1200,1132,18,226,20,56,17,69,20,20,15,257,62,139,134,,,,,,,,,,,,,,,
09/28/2022,Alabama,2020,39,2020-09-26,1183,1109,21,203,35,65,20,62,13,15,22,261,58,105,100,,,,,,,,,,,,,,,
09/28/2022,Alabama,2020,40,2020-10-03,1103,1010,14,181,28,47,20,55,11,20,10,260,47,111,99,,,,,,,,,,,,,,,
09/28/2022,Alabama,2020,41,2020-10-10,1204,1120,15,189,28,58,18,63,20,21,20,303,61,137,127,,,,,,,,,,,,,,,
09/28/2022,Alabama,2020,42,2020-10-17,1190,1114,20,198,28,60,12,59,19,21,18,259,69,126,112,,,,,,,,,,,,,,,
09/28/2022,Alabama,2020,43,2020-10-24,1142,1056,18,200,16,54,20,54,16,19,15,276,47,119,112,,,,,,,,,,,,,,,
09/28/2022,Alabama,2020,44,2020-10-31,1169,1093,22,187,23,62,23,47,23,12,20,278,60,131,119,,,,,,,,,,,,,,,
09/28/2022,Alabama,2020,45,2020-11-07,1277,1183,15,215,27,54,14,54,18,23,21,296,65,151,141,,,,,,,,,,,,,,,
09/28/2022,Alabama,2020,46,2020-11-14,1269,1186,16,209,27,64,13,62,19,24,21,289,58,176,165,,,,,,,,,,,,,,,
09/28/2022,Alabama,2020,47,2020-11-21,1275,1176,11,195,29,69,17,58,13,27,22,267,61,168,155,,,,,,,,,,,,,,,
09/28/2022,Alabama,2020,48,2020-11-28,1326,1237,24,206,26,57,17,64,14,27,24,291,54,202,186,,,,,,,,,,,,,,,
09/28/2022,Alabama,2020,49,2020-12-05,1355,1259,30,177,32,63,14,66,28,14,22,300,66,251,239,,,,,,,,,,,,,,,
09/28/2022,Alabama,2020,50,2020-12-12,1598,1509,21,228,47,82,21,56,23,24,25,299,70,378,362,,,,,,,,,,,,,,,
09/28/2022,Alabama,2020,51,2020-12-19,1584,1485,13,195,31,71,31,69,17,26,29,310,70,390,363,,,,,,,,,,,,,,,
09/28/2022,Alabama,2020,52,2020-12-26,1626,1554,23,195,46,74,17,66,25,25,25,329,60,452,422,,,,,,,,,,,,,,,
09/28/2022,Alabama,2020,53,2021-01-02,1804,1703,22,201,35,79,21,70,26,26,37,326,77,508,479,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,1,2021-01-09,1811,1708,21,224,36,70,19,79,27,25,32,336,63,548,528,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,2,2021-01-16,1835,1745,16,211,47,67,25,63,21,24,26,347,68,596,570,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,3,2021-01-23,1791,1688,16,194,38,63,19,65,26,33,25,336,63,583,550,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,4,2021-01-30,1637,1559,20,206,37,63,20,74,24,22,21,311,63,490,460,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,5,2021-02-06,1509,1410,22,216,24,66,23,69,18,22,26,303,62,347,333,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,6,2021-02-13,1432,1338,20,200,30,66,15,67,24,19,18,328,77,265,249,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,7,2021-02-20,1332,1252,31,196,37,62,20,44,27,18,21,312,62,214,192,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,8,2021-02-27,1315,1219,21,182,22,57,22,59,18,14,16,325,75,170,152,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,9,2021-03-06,1162,1055,18,203,21,50,22,42,27,27,17,262,58,110,93,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,10,2021-03-13,1189,1088,12,175,25,46,21,65,16,25,25,268,52,104,93,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,11,2021-03-20,1060,977,28,166,24,60,18,49,15,22,18,233,51,81,72,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,12,2021-03-27,1191,1073,28,156,34,47,22,59,24,19,23,302,92,78,68,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,13,2021-04-03,1107,1003,18,190,26,41,19,69,15,18,23,239,65,67,57,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,14,2021-04-10,1209,1095,21,204,28,47,20,56,27,23,20,290,69,53,49,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,15,2021-04-17,1170,1071,25,227,38,49,16,55,19,18,23,268,53,43,38,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,16,2021-04-24,1108,1010,27,206,36,44,25,49,20,13,15,281,53,45,38,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,17,2021-05-01,1192,1103,26,216,23,50,21,64,26,25,24,303,58,46,41,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,18,2021-05-08,1156,1043,16,209,39,41,10,73,24,20,16,266,57,63,60,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,19,2021-05-15,1095,987,20,180,24,48,15,69,16,30,19,273,59,50,46,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,20,2021-05-22,1095,1005,16,183,22,59,17,56,16,17,17,290,51,50,40,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,21,2021-05-29,1080,992,24,210,21,59,17,58,22,18,15,273,54,33,24,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,22,2021-06-05,1086,982,19,184,23,46,20,65,20,19,17,289,61,36,31,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,23,2021-06-12,1111,1007,19,199,24,61,18,61,25,15,16,275,68,34,31,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,24,2021-06-19,1135,1023,24,218,28,35,21,56,12,32,15,270,63,24,17,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,25,2021-06-26,1074,983,25,163,37,30,16,68,15,20,19,281,63,36,28,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,26,2021-07-03,1062,946,22,202,25,47,13,45,13,22,17,254,74,22,21,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,27,2021-07-10,1133,1020,24,206,19,47,19,45,18,15,15,304,57,37,34,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,28,2021-07-17,1055,971,24,180,33,40,16,62,14,16,20,241,54,43,40,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,29,2021-07-24,1105,992,23,188,39,46,14,75,15,28,24,260,41,63,57,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,30,2021-07-31,1170,1080,26,194,30,52,18,55,15,23,23,271,49,109,102,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,31,2021-08-07,1330,1225,20,197,33,42,15,55,12,19,24,295,70,226,213,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,32,2021-08-14,1441,1352,20,221,36,50,13,65,26,19,19,287,71,345,326,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,33,2021-08-21,1577,1477,21,199,34,48,20,78,14,26,17,324,60,420,403,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,34,2021-08-28,1619,1545,20,195,49,55,13,68,13,16,34,317,68,477,459,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,35,2021-09-04,1607,1499,17,184,33,42,22,53,19,31,23,301,60,497,476,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,36,2021-09-11,1750,1649,25,192,34,49,32,68,18,22,27,325,85,548,531,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,37,2021-09-18,1586,1486,17,194,26,62,22,61,17,22,22,313,53,474,454,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,38,2021-09-25,1450,1344,22,190,31,60,15,49,12,21,18,251,65,410,395,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,39,2021-10-02,1496,1388,21,207,31,42,18,64,11,22,22,274,61,366,350,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,40,2021-10-09,1371,1271,26,195,34,51,21,66,19,17,20,314,63,259,246,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,41,2021-10-16,1278,1171,16,211,34,50,17,48,17,21,23,232,67,217,204,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,42,2021-10-23,1211,1116,32,192,25,45,27,63,21,18,25,255,60,157,142,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,43,2021-10-30,1121,1016,13,184,29,43,12,51,15,22,26,268,44,99,92,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,44,2021-11-06,1188,1087,23,196,42,51,25,63,17,20,20,270,68,85,74,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,45,2021-11-13,1177,1108,28,225,29,47,14,70,17,24,28,259,61,86,78,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,46,2021-11-20,1115,1051,17,181,43,48,11,66,27,23,18,250,65,51,44,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,47,2021-11-27,1188,1095,26,200,32,60,25,70,16,18,21,272,65,59,52,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,48,2021-12-04,1257,1148,34,207,29,53,12,62,14,23,12,317,67,69,59,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,49,2021-12-11,1247,1144,22,202,32,45,19,77,18,26,26,296,66,56,53,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,50,2021-12-18,1148,1061,15,183,35,58,24,58,17,18,19,295,59,71,63,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,51,2021-12-25,1144,1059,26,168,29,49,25,56,19,29,16,294,62,74,65,,,,,,,,,,,,,,,
09/28/2022,Alabama,2021,52,2022-01-01,1252,1150,27,194,25,65,23,84,12,25,16,298,82,83,65,,,,,,,,,,,,,,,
09/28/2022,Alabama,2022,1,2022-01-08,1328,1222,23,205,41,60,29,79,20,25,18,284,61,154,141,,,,,,,,,,,,,,,
09/28/2022,Alabama,2022,2,2022-01-15,1517,1437,32,207,45,75,23,80,28,22,18,357,65,244,202,,,,,,,,,,,,,,,
09/28/2022,Alabama,2022,3,2022-01-22,1500,1416,20,215,40,67,23,64,18,27,21,328,68,294,256,,,,,,,,,,,,,,,
09/28/2022,Alabama,2022,4,2022-01-29,1696,1620,28,221,42,72,24,64,28,31,21,358,89,420,358,,,,,,,,,,,,,,,
09/28/2022,Alabama,2022,5,2022-02-05,1673,1574,26,228,52,77,13,71,33,26,21,345,63,399,359,,,,,,,,,,,,,,,
09/28/2022,Alabama,2022,6,2022-02-12,1599,1501,22,207,47,69,28,73,27,32,22,321,68,379,336,,,,,,,,,,,,,,,
09/28/2022,Alabama,2022,7,2022-02-19,1475,1376,15,219,32,60,15,53,12,35,24,337,72,305,265,,,,,,,,,,,,,,,
09/28/2022,Alabama,2022,8,2022-02-26,1330,1220,19,195,34,51,17,72,22,22,19,277,61,239,206,,,,,,,,,,,,,,,
09/28/2022,Alabama,2022,9,2022-03-05,1195,1104,20,173,35,49,15,60,20,27,,279,64,159,137,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Alabama,2022,10,2022-03-12,1180,1067,24,197,31,43,17,76,15,30,12,279,56,106,86,,,,,,,,,,,,,,,
09/28/2022,Alabama,2022,11,2022-03-19,1136,1046,20,194,30,37,16,67,23,23,18,290,54,74,58,,,,,,,,,,,,,,,
09/28/2022,Alabama,2022,12,2022-03-26,1084,1001,17,161,26,43,13,60,16,24,21,275,48,55,36,,,,,,,,,,,,,,,
09/28/2022,Alabama,2022,13,2022-04-02,1039,956,25,169,36,33,22,59,24,26,20,243,65,35,21,,,,,,,,,,,,,,,
09/28/2022,Alabama,2022,14,2022-04-09,1087,995,18,186,38,37,20,40,14,28,22,288,63,30,21,,,,,,,,,,,,,,,
09/28/2022,Alabama,2022,15,2022-04-16,1072,980,19,187,29,44,13,63,24,29,24,265,62,17,,,,,,,,,,,,,,,,Suppressed (counts 1-9)
09/28/2022,Alabama,2022,16,2022-04-23,1036,955,24,170,34,42,17,57,24,27,20,276,48,21,15,,,,,,,,,,,,,,,
09/28/2022,Alabama,2022,17,2022-04-30,1049,948,21,178,25,51,11,59,25,26,19,265,64,16,,,,,,,,,,,,,,,,Suppressed (counts 1-9)
09/28/2022,Alabama,2022,18,2022-05-07,985,876,17,191,25,29,16,45,23,20,17,229,55,19,16,,,,,,,,,,,,,,,
09/28/2022,Alabama,2022,19,2022-05-14,996,905,22,189,24,35,15,56,19,27,12,251,43,11,,,,,,,,,,,,,,,,Suppressed (counts 1-9)
09/28/2022,Alabama,2022,20,2022-05-21,1053,947,28,190,27,51,15,57,13,24,18,247,61,15,,,,,,,,,,,,,,,,Suppressed (counts 1-9)
09/28/2022,Alabama,2022,21,2022-05-28,1107,1003,30,202,20,43,16,45,18,24,23,292,57,11,,,,,,,,,,,,,,,,Suppressed (counts 1-9)
09/28/2022,Alabama,2022,22,2022-06-04,1044,952,17,183,32,61,15,52,23,24,22,226,64,18,11,,,,,,,,,,,,,,,
09/28/2022,Alabama,2022,23,2022-06-11,1066,977,21,212,27,55,13,48,22,20,31,254,49,26,20,,,,,,,,,,,,,,,
09/28/2022,Alabama,2022,24,2022-06-18,1063,962,25,185,29,55,,40,22,21,17,284,53,25,18,,,,,,,Suppressed (counts 1-9),,,,,,,,
09/28/2022,Alabama,2022,25,2022-06-25,1049,975,26,183,32,44,15,58,14,24,26,266,65,21,16,,,,,,,,,,,,,,,
09/28/2022,Alabama,2022,26,2022-07-02,1090,1012,24,195,24,55,10,55,24,27,35,276,48,42,36,,,,,,,,,,,,,,,
09/28/2022,Alabama,2022,27,2022-07-09,1035,946,23,155,26,51,,56,14,21,42,258,56,45,33,,,,,,,Suppressed (counts 1-9),,,,,,,,
09/28/2022,Alabama,2022,28,2022-07-16,1088,1007,21,202,24,52,11,45,29,23,32,281,59,64,51,,,,,,,,,,,,,,,
09/28/2022,Alabama,2022,29,2022-07-23,1110,1040,24,203,31,39,17,53,18,23,35,273,62,56,42,,,,,,,,,,,,,,,
09/28/2022,Alabama,2022,30,2022-07-30,1065,989,19,191,27,46,13,56,17,19,34,255,58,61,44,,,,,,,,,,,,,,,
09/28/2022,Alabama,2022,31,2022-08-06,1059,994,18,182,25,49,18,58,24,19,37,242,60,64,53,,,,,,,,,,,,,,,
09/28/2022,Alabama,2022,32,2022-08-13,1030,976,22,187,26,43,,60,13,21,41,238,51,67,53,,,,,,,Suppressed (counts 1-9),,,,,,,,
09/28/2022,Alabama,2022,33,2022-08-20,1018,964,10,205,27,47,,55,29,22,36,232,48,54,40,,,,,,,Suppressed (counts 1-9),,,,,,,,
09/28/2022,Alabama,2022,34,2022-08-27,957,913,18,158,21,49,17,44,18,20,35,252,50,50,32,,,,,,,,,,,,,,,
09/28/2022,Alabama,2022,35,2022-09-03,903,870,24,167,17,35,10,43,13,23,36,236,46,39,29,,,,,,,,,,,,,,,
09/28/2022,Alabama,2022,36,2022-09-10,790,779,13,163,25,44,12,30,13,26,20,206,47,44,29,,,,,,,,,,,,,,,
09/28/2022,Alabama,2022,37,2022-09-17,676,676,13,135,17,47,11,31,,19,12,173,47,26,23,,,,,,,,,Suppressed (counts 1-9),,,,,,
09/28/2022,Alaska,2020,1,2020-01-04,89,71,,16,,,0,,0,,0,17,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
09/28/2022,Alaska,2020,2,2020-01-11,105,93,,22,,,0,,,,0,24,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
09/28/2022,Alaska,2020,3,2020-01-18,99,83,,21,,,0,,,,0,15,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
09/28/2022,Alaska,2020,4,2020-01-25,97,82,,21,,,0,,0,,,19,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
09/28/2022,Alaska,2020,5,2020-02-01,85,74,,17,,,,,,0,,20,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
09/28/2022,Alaska,2020,6,2020-02-08,92,75,0,15,,,,,,,,22,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
09/28/2022,Alaska,2020,7,2020-02-15,89,74,,20,,,0,,,,0,19,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
09/28/2022,Alaska,2020,8,2020-02-22,83,64,,16,,,,,,0,,,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
09/28/2022,Alaska,2020,9,2020-02-29,84,76,,18,,0,,,,,,14,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
09/28/2022,Alaska,2020,10,2020-03-07,79,68,,20,0,,,,,,0,15,,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
09/28/2022,Alaska,2020,11,2020-03-14,92,80,,20,,0,,,,0,,22,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
09/28/2022,Alaska,2020,12,2020-03-21,69,55,0,,,,,,,,,10,,0,0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
09/28/2022,Alaska,2020,13,2020-03-28,86,75,,16,,,,,,,0,15,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Alaska,2020,14,2020-04-04,98,84,,21,,,,,,0,0,14,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Alaska,2020,15,2020-04-11,84,71,,15,,,,,,,,20,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Alaska,2020,16,2020-04-18,80,71,0,17,,,,,0,,0,13,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Alaska,2020,17,2020-04-25,61,55,,12,0,,,,,,0,12,0,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
09/28/2022,Alaska,2020,18,2020-05-02,87,78,,17,,,,,,0,,18,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
09/28/2022,Alaska,2020,19,2020-05-09,89,77,,20,,,,,,0,0,13,,,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),
09/28/2022,Alaska,2020,20,2020-05-16,84,68,0,18,,0,,,0,,,20,,0,0,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
09/28/2022,Alaska,2020,21,2020-05-23,82,68,0,19,,,0,,0,0,0,17,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,
09/28/2022,Alaska,2020,22,2020-05-30,97,82,,23,,,0,,0,,,18,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
09/28/2022,Alaska,2020,23,2020-06-06,79,66,0,16,,,,,,0,,19,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
09/28/2022,Alaska,2020,24,2020-06-13,88,71,,19,,,,,,0,0,16,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Alaska,2020,25,2020-06-20,92,74,0,28,0,,,,0,,,15,,0,0,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
09/28/2022,Alaska,2020,26,2020-06-27,90,67,0,16,,,,,,0,,15,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
09/28/2022,Alaska,2020,27,2020-07-04,84,64,,16,,,0,,0,,,17,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Alaska,2020,28,2020-07-11,101,83,,20,,,0,,0,,,19,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Alaska,2020,29,2020-07-18,89,72,0,20,,,0,,0,,,12,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Alaska,2020,30,2020-07-25,93,76,0,20,,,,,0,,,19,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Alaska,2020,31,2020-08-01,114,83,0,17,,,0,,,,0,18,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Alaska,2020,32,2020-08-08,101,86,,15,,,0,,0,,,20,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Alaska,2020,33,2020-08-15,74,66,0,15,,,0,,0,,,17,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
