NazwaKraju,RodzajOkresu,NumerOkresu,Zgony2018,Zgony2019,Zgony2020,Zgony2021
Afryka Południowa,T,10,9427,9670,9836,10919
Afryka Południowa,T,11,9093,9171,9398,10169
Afryka Południowa,T,12,9321,9153,9116,10172
Afryka Południowa,T,13,9690,9289,9043,10621
Afryka Południowa,T,14,10125,9633,8772,10846
Afryka Południowa,T,15,9414,9636,8764,10808
Afryka Południowa,T,16,9591,9398,8616,10636
Afryka Południowa,T,17,9779,9891,8429,10928
Afryka Południowa,T,18,10123,10225,8479,11471
Afryka Południowa,T,19,10420,10462,8939,11723
Afryka Południowa,T,20,10525,10180,9068,11773
Afryka Południowa,T,21,10193,10372,9275,12287
Afryka Południowa,T,22,10888,10946,9816,13566
Afryka Południowa,T,23,11834,11814,10508,14339
Afryka Południowa,T,24,11521,11995,11007,13942
Afryka Południowa,T,25,11600,12395,12397,15722
Afryka Południowa,T,26,11254,11834,12986,17347
Afryka Południowa,T,27,11990,11641,13961,18878
Afryka Południowa,T,28,10908,11219,15241,21363
Afryka Południowa,T,29,11223,10608,16709,20398
Afryka Południowa,T,30,10309,10732,16559,19068
Afryka Południowa,T,31,10648,10903,15635,17442
Afryka Południowa,T,32,10744,11020,14191,15646
Afryka Południowa,T,33,10689,10651,12735,15778
Afryka Południowa,T,34,10124,10260,12388,14884
Afryka Południowa,T,35,10540,10022,11554,14699
Afryka Południowa,T,36,11079,10568,11379,13684
Afryka Południowa,T,37,10758,10132,10485,12170
Afryka Południowa,T,38,10500,9984,10009,11792
Afryka Południowa,T,39,10394,9557,10260,11156
Afryka Południowa,T,40,10494,10241,9940,11145
Afryka Południowa,T,41,10067,9748,10518,11028
Afryka Południowa,T,42,9653,9630,10572,10446
Afryka Południowa,T,43,9729,9588,10450,10048
Afryka Południowa,T,44,9878,9655,10299,11137
Afryka Południowa,T,45,9660,9917,10479,10968
Afryka Południowa,T,46,9940,9299,10850,10339
Afryka Południowa,T,47,9431,9311,10743,10152
Afryka Południowa,T,48,9813,9979,10600,11489
Afryka Południowa,T,49,10062,10301,11878,11297
Afryka Południowa,T,50,9542,9720,12804,11971
Afryka Południowa,T,51,10448,10169,14320,13326
Afryka Południowa,T,52,10812,10542,17523,13581
Korea Południowa,T,1,7000,6292,6438,6216
Korea Południowa,T,2,7135,6410,6320,6326
Korea Południowa,T,3,7370,6169,6403,6184
Korea Południowa,T,4,7014,6056,6490,5836
Korea Południowa,T,5,6888,5876,6434,6074
Korea Południowa,T,6,6392,5628,6431,5774
Korea Południowa,T,7,6094,5672,6161,6071
Korea Południowa,T,8,6211,5844,5970,5908
Korea Południowa,T,9,5938,5683,6012,5946
Korea Południowa,T,10,5940,5840,5961,6097
Korea Południowa,T,11,5739,5511,5933,6035
Korea Południowa,T,12,5508,5622,5838,5888
Korea Południowa,T,13,5560,5690,5708,5915
Korea Południowa,T,14,5573,5627,5649,5833
Korea Południowa,T,15,5632,5593,5874,5935
Korea Południowa,T,16,5621,5702,5745,5819
Korea Południowa,T,17,5471,5370,5578,5764
Korea Południowa,T,18,5519,5447,5982,5855
Korea Południowa,T,19,5477,5612,5529,5943
Korea Południowa,T,20,5451,5762,5437,5558
Korea Południowa,T,21,5312,5427,5496,5780
Korea Południowa,T,22,5436,5536,5390,5652
Korea Południowa,T,23,5439,5401,5636,5703
Korea Południowa,T,24,5208,5329,5540,5636
Korea Południowa,T,25,5220,5381,5440,5720
Korea Południowa,T,26,5196,5434,5435,5701
Korea Południowa,T,27,5233,5363,5422,5683
Korea Południowa,T,28,5237,5170,5210,5702
Korea Południowa,T,29,5482,5136,5437,5866
Korea Południowa,T,30,5539,5289,5522,6004
Korea Południowa,T,31,5843,5346,5507,5892
Korea Południowa,T,32,5456,5423,5421,5814
Korea Południowa,T,33,5332,5256,5690,5846
Korea Południowa,T,34,5295,5264,5954,5813
Korea Południowa,T,35,5127,5452,5814,5835
Korea Południowa,T,36,5343,5513,5617,5974
Korea Południowa,T,37,5480,5246,5630,5960
Korea Południowa,T,38,5216,5502,5733,6007
Korea Południowa,T,39,5342,5655,5763,6088
Korea Południowa,T,40,5633,5672,5776,6094
Korea Południowa,T,41,5577,5653,5951,6113
Korea Południowa,T,42,5636,5932,5884,6350
Korea Południowa,T,43,5604,5833,6043,6550
Korea Południowa,T,44,5778,5828,6081,6456
Korea Południowa,T,45,5790,5734,6062,6482
Korea Południowa,T,46,5494,5999,6029,6654
Korea Południowa,T,47,5598,5993,5943,6671
Korea Południowa,T,48,5667,5991,5802,6935
Korea Południowa,T,49,5780,5859,6161,7050
Korea Południowa,T,50,5958,6095,6027,7222
Korea Południowa,T,51,6140,6048,5922,7216
Korea Południowa,T,52,6106,5914,6138,7095
Hiszpania,T,1,11204,9127,8710,10636
Hiszpania,T,2,10905,10025,9398,12065
Hiszpania,T,3,10981,10476,9917,13184
Hiszpania,T,4,10324,10141,9954,12884
Hiszpania,T,5,9893,9964,9974,11771
Hiszpania,T,6,10015,9686,9192,10546
Hiszpania,T,7,10105,9363,8839,9657
Hiszpania,T,8,9656,9216,8413,9171
Hiszpania,T,9,9599,8920,8379,8638
Hiszpania,T,10,9203,8595,8465,8443
Hiszpania,T,11,8862,8205,9481,8236
Hiszpania,T,12,8616,8027,12843,8355
Hiszpania,T,13,8628,8171,19828,8333
Hiszpania,T,14,8414,8087,20967,8244
Hiszpania,T,15,8335,8055,17325,8097
Hiszpania,T,16,8112,7801,13244,8204
Hiszpania,T,17,7735,7759,10452,7994
Hiszpania,T,18,7359,7744,9008,8220
Hiszpania,T,19,7595,7731,8458,7842
Hiszpania,T,20,7511,7536,7536,7669
Hiszpania,T,21,7527,7436,7643,7495
Hiszpania,T,22,7306,7618,7620,7499
Hiszpania,T,23,7109,7508,7144,7813
Hiszpania,T,24,7154,7016,6849,7921
Hiszpania,T,25,7713,7404,7032,7410
Hiszpania,T,26,7698,7570,7512,7646
Hiszpania,T,27,7305,8050,7635,7661
Hiszpania,T,28,7366,7463,7732,7671
Hiszpania,T,29,7186,7301,7562,8547
Hiszpania,T,30,7155,7464,7827,8508
Hiszpania,T,31,7731,7136,8589,8806
Hiszpania,T,32,8003,7317,8394,8962
Hiszpania,T,33,7194,7128,8170,8902
Hiszpania,T,34,7015,6920,7886,8348
Hiszpania,T,35,6927,6898,7954,8028
Hiszpania,T,36,6906,6904,7777,8045
Hiszpania,T,37,6834,6939,7998,7650
Hiszpania,T,38,7153,6996,8168,7610
Hiszpania,T,39,7230,7027,8064,7663
Hiszpania,T,40,7210,6978,8188,7650
Hiszpania,T,41,7437,7312,8593,7754
Hiszpania,T,42,7350,7314,8594,7893
Hiszpania,T,43,7327,7543,9470,8313
Hiszpania,T,44,7794,7698,9596,7940
Hiszpania,T,45,8012,7677,10316,8875
Hiszpania,T,46,7999,8036,10030,8922
Hiszpania,T,47,7932,8217,9695,8994
Hiszpania,T,48,7929,8328,9534,9496
Hiszpania,T,49,8051,8021,9541,9149
Hiszpania,T,50,8312,8340,9534,9645
Hiszpania,T,51,8427,8393,9287,9959
Hiszpania,T,52,8650,8333,9015,10098
Szwecja,T,1,2054,1993,1875,2370
Szwecja,T,2,1997,1870,1945,2353
Szwecja,T,3,2001,1889,1885,2307
Szwecja,T,4,1984,1878,1784,2130
Szwecja,T,5,1907,1863,1900,1910
Szwecja,T,6,2035,1936,1776,1918
Szwecja,T,7,2076,1818,1872,1893
Szwecja,T,8,2168,1874,1825,1863
Szwecja,T,9,2241,1826,1826,1712
Szwecja,T,10,2260,1745,1873,1859
Szwecja,T,11,2145,1884,1777,1737
Szwecja,T,12,2053,1687,1912,1770
Szwecja,T,13,2003,1720,2087,1720
Szwecja,T,14,2035,1747,2430,1751
Szwecja,T,15,1829,1661,2616,1705
Szwecja,T,16,1734,1785,2572,1736
Szwecja,T,17,1686,1747,2316,1665
Szwecja,T,18,1706,1659,2288,1726
Szwecja,T,19,1616,1687,2235,1708
Szwecja,T,20,1530,1601,2042,1597
Szwecja,T,21,1504,1530,1971,1561
Szwecja,T,22,1525,1586,1709,1561
Szwecja,T,23,1556,1592,1802,1560
Szwecja,T,24,1484,1492,1772,1519
Szwecja,T,25,1543,1574,1721,1542
Szwecja,T,26,1677,1560,1725,1537
Szwecja,T,27,1640,1592,1620,1585
Szwecja,T,28,1637,1613,1627,1609
Szwecja,T,29,1776,1537,1569,1566
Szwecja,T,30,1694,1569,1596,1640
Szwecja,T,31,1770,1543,1600,1526
Szwecja,T,32,1495,1599,1616,1633
Szwecja,T,33,1550,1537,1562,1589
Szwecja,T,34,1540,1593,1623,1606
Szwecja,T,35,1628,1692,1531,1623
Szwecja,T,36,1657,1488,1564,1661
Szwecja,T,37,1556,1606,1574,1707
Szwecja,T,38,1685,1587,1560,1678
Szwecja,T,39,1593,1695,1610,1723
Szwecja,T,40,1648,1687,1599,1661
Szwecja,T,41,1757,1704,1598,1700
Szwecja,T,42,1584,1672,1667,1741
Szwecja,T,43,1702,1774,1625,1736
Szwecja,T,44,1753,1689,1745,1834
Szwecja,T,45,1692,1751,1724,1777
Szwecja,T,46,1593,1727,1919,1787
Szwecja,T,47,1586,1765,2040,1740
Szwecja,T,48,1831,1740,2010,1828
Szwecja,T,49,1838,1779,2204,1942
Szwecja,T,50,1771,1767,2174,1919
Szwecja,T,51,1792,1874,2356,1950
Szwecja,T,52,1809,1766,2373,2043
Szwajcaria,T,1,1561,1341,1314,1907
Szwajcaria,T,2,1541,1389,1366,1791
Szwajcaria,T,3,1494,1358,1418,1761
Szwajcaria,T,4,1397,1403,1417,1611
Szwajcaria,T,5,1397,1439,1426,1439
Szwajcaria,T,6,1441,1481,1396,1410
Szwajcaria,T,7,1458,1555,1384,1299
Szwajcaria,T,8,1478,1527,1369,1312
Szwajcaria,T,9,1636,1527,1349,1281
Szwajcaria,T,10,1532,1452,1357,1287
Szwajcaria,T,11,1482,1379,1396,1229
Szwajcaria,T,12,1380,1351,1530,1271
Szwajcaria,T,13,1348,1322,1630,1244
Szwajcaria,T,14,1339,1382,1879,1259
Szwajcaria,T,15,1300,1222,1647,1253
Szwajcaria,T,16,1229,1308,1576,1251
Szwajcaria,T,17,1147,1233,1377,1276
Szwajcaria,T,18,1226,1256,1250,1219
Szwajcaria,T,19,1200,1266,1184,1259
Szwajcaria,T,20,1117,1218,1153,1191
Szwajcaria,T,21,1223,1271,1190,1209
Szwajcaria,T,22,1159,1245,1102,1217
Szwajcaria,T,23,1178,1251,1171,1111
Szwajcaria,T,24,1119,1171,1152,1201
Szwajcaria,T,25,1127,1210,1149,1191
Szwajcaria,T,26,1181,1243,1180,1190
Szwajcaria,T,27,1152,1258,1180,1171
Szwajcaria,T,28,1078,1225,1174,1184
Szwajcaria,T,29,1223,1206,1114,1220
Szwajcaria,T,30,1222,1260,1156,1166
Szwajcaria,T,31,1264,1139,1280,1170
Szwajcaria,T,32,1222,1138,1172,1318
Szwajcaria,T,33,1187,1142,1230,1255
Szwajcaria,T,34,1145,1252,1219,1241
Szwajcaria,T,35,1206,1147,1173,1337
Szwajcaria,T,36,1178,1172,1167,1339
Szwajcaria,T,37,1230,1252,1259,1347
Szwajcaria,T,38,1177,1296,1243,1309
Szwajcaria,T,39,1212,1237,1255,1320
Szwajcaria,T,40,1225,1234,1243,1249
Szwajcaria,T,41,1233,1278,1334,1313
Szwajcaria,T,42,1211,1298,1289,1337
Szwajcaria,T,43,1233,1307,1492,1375
Szwajcaria,T,44,1272,1224,1694,1319
Szwajcaria,T,45,1263,1264,2068,1430
Szwajcaria,T,46,1248,1365,2149,1516
Szwajcaria,T,47,1280,1331,2157,1591
Szwajcaria,T,48,1321,1375,2123,1719
Szwajcaria,T,49,1389,1218,2179,1793
Szwajcaria,T,50,1356,1367,2215,1712
Szwajcaria,T,51,1322,1401,2187,1589
Szwajcaria,T,52,1349,1329,2121,1638
Tajwan,M,1,16761,16622,14673,16332
Tajwan,M,2,14493,13352,16211,14856
Tajwan,M,3,17200,15171,16083,16438
Tajwan,M,4,13988,14996,14423,14276
Tajwan,M,5,14328,14655,13272,15108
Tajwan,M,6,13043,13302,13893,16639
Tajwan,M,7,14372,15854,14533,15523
Tajwan,M,8,14162,13983,13301,14952
Tajwan,M,9,12886,13866,13876,13894
Tajwan,M,10,14922,15350,13542,14415
Tajwan,M,11,13680,13739,14141,15560
Tajwan,M,12,12949,15406,15208,15739
Tajlandia,M,1,44867,45329,47125,46685
Tajlandia,M,2,38000,38208,39758,38228
Tajlandia,M,3,38987,40742,44304,46748
Tajlandia,M,4,39660,47966,40057,42435
Tajlandia,M,5,38708,44240,39674,45387
Tajlandia,M,6,36867,37700,39479,43522
Tajlandia,M,7,39105,42888,39817,48944
Tajlandia,M,8,40663,38992,40999,57125
Tajlandia,M,9,37147,41737,39361,48129
Tajlandia,M,10,41876,43589,41640,46448
Tajlandia,M,11,39332,40480,43545,48892
Tajlandia,M,12,38329,44340,45679,51107
Naddniestrze,M,1,626,728,605,902
Naddniestrze,M,2,587,592,518,654
Naddniestrze,M,3,683,568,620,887
Naddniestrze,M,4,545,531,461,862
Naddniestrze,M,5,602,629,596,684
Naddniestrze,M,6,502,528,564,642
Naddniestrze,M,7,446,548,550,559
Naddniestrze,M,8,533,524,517,519
Naddniestrze,M,9,468,510,580,591
Naddniestrze,M,10,617,578,606,808
Naddniestrze,M,11,533,524,636,1081
Naddniestrze,M,12,585,550,1005,791
Tunezja,M,1,7208,7555,7465,9766
Tunezja,M,2,6406,6974,6950,6781
Tunezja,M,3,6434,6510,6297,6840
Tunezja,M,4,5241,5545,5038,8267
Tunezja,M,5,4822,5014,4759,7515
Tunezja,M,6,4569,5222,4717,7774
Tunezja,M,7,5609,5646,5218,11892
Tunezja,M,8,4980,5642,5855,8249
Ukraina,M,1,53851,62196,53610,57721
Ukraina,M,2,47088,47891,47128,51391
Ukraina,M,3,54088,49177,48326,64938
Ukraina,M,4,48567,47879,46223,68621
Ukraina,M,5,50627,53791,44680,57293
Ukraina,M,6,43796,43396,47043,49077
Ukraina,M,7,46350,47930,47297,46851
Ukraina,M,8,45245,42359,44008,43538
Ukraina,M,9,41870,41914,48372,48425
Ukraina,M,10,52999,50245,59047,74282
Ukraina,M,11,50623,46986,63438,87862
Ukraina,M,12,52561,47350,67663,64264
Wielka Brytania,T,1,14699,12421,13767,20039
Wielka Brytania,T,2,17429,14484,16018,20035
Wielka Brytania,T,3,16351,13543,14723,20709
Wielka Brytania,T,4,15970,13282,13426,20489
Wielka Brytania,T,5,15084,12798,13123,19160
Wielka Brytania,T,6,14104,13220,12532,17148
Wielka Brytania,T,7,13924,13346,12416,15583
Wielka Brytania,T,8,13752,12876,12299,14290
Wielka Brytania,T,9,12188,12476,12333,13115
Wielka Brytania,T,10,14857,12394,12412,12471
Wielka Brytania,T,11,14366,12017,12539,11678
Wielka Brytania,T,12,13397,11794,12113,11449
Wielka Brytania,T,13,11308,11259,12508,9461
Wielka Brytania,T,14,12269,11442,18565,10401
Wielka Brytania,T,15,13841,11661,20929,10474
Wielka Brytania,T,16,12639,10240,24691,11358
Wielka Brytania,T,17,11595,11452,24303,11023
Wielka Brytania,T,18,11535,12693,20058,9210
Wielka Brytania,T,19,9820,10359,14428,11566
Wielka Brytania,T,20,11386,11717,16390,11221
Wielka Brytania,T,21,10973,11652,13839,10991
Wielka Brytania,T,22,9395,9531,11268,9115
Wielka Brytania,T,23,11257,11460,12106,11619
Wielka Brytania,T,24,10533,10751,11302,10826
Wielka Brytania,T,25,10511,10806,10694,10064
Wielka Brytania,T,26,10528,10822,10282,10175
Wielka Brytania,T,27,10564,10325,10412,11137
Wielka Brytania,T,28,10467,10511,9942,11055
Wielka Brytania,T,29,10349,10323,10096,11176
Wielka Brytania,T,30,10355,10422,10160,11583
Wielka Brytania,T,31,10408,10563,10262,11602
Wielka Brytania,T,32,10541,10405,10236,11802
Wielka Brytania,T,33,10091,10403,10598,11527
Wielka Brytania,T,34,10199,10275,10990,11696
Wielka Brytania,T,35,9045,9477,10365,10317
Wielka Brytania,T,36,10680,10918,9023,12542
Wielka Brytania,T,37,10496,10891,11176,12642
Wielka Brytania,T,38,10498,10791,10796,12263
Wielka Brytania,T,39,10458,10952,10890,12145
Wielka Brytania,T,40,10867,11112,11469,12505
Wielka Brytania,T,41,11047,11403,11374,12859
Wielka Brytania,T,42,11176,11624,11946,12944
Wielka Brytania,T,43,10885,11413,12317,12649
Wielka Brytania,T,44,10866,11566,12517,13219
Wielka Brytania,T,45,11587,12177,13448,13791
Wielka Brytania,T,46,11551,12145,13998,13755
Wielka Brytania,T,47,11286,12470,14291,13166
Wielka Brytania,T,48,11388,12454,14133,13370
Wielka Brytania,T,49,11685,12272,13986,13624
Wielka Brytania,T,50,12078,12852,13942,14122
Wielka Brytania,T,51,12647,13565,14658,14697
Wielka Brytania,T,52,8384,8727,13035,9805
Stany Zjednoczone,T,1,66320,58466,60180,87095
Stany Zjednoczone,T,2,67672,58515,60737,87431
Stany Zjednoczone,T,3,64823,58359,59366,83676
Stany Zjednoczone,T,4,62927,58037,59164,79198
Stany Zjednoczone,T,5,61128,58279,58835,76503
Stany Zjednoczone,T,6,61247,58655,59484,71517
Stany Zjednoczone,T,7,59937,58123,58818,69510
Stany Zjednoczone,T,8,57943,58136,58915,66744
Stany Zjednoczone,T,9,56833,58080,59335,63693
Stany Zjednoczone,T,10,57228,58675,59699,61882
Stany Zjednoczone,T,11,56466,58027,58675,60393
Stany Zjednoczone,T,12,55920,57221,59227,60813
Stany Zjednoczone,T,13,55046,56779,63031,58697
Stany Zjednoczone,T,14,55423,56719,72299,60997
Stany Zjednoczone,T,15,55354,55638,79101,59152
Stany Zjednoczone,T,16,54155,54593,76814,60278
Stany Zjednoczone,T,17,53848,53775,73913,59849
Stany Zjednoczone,T,18,53875,54123,69305,59000
Stany Zjednoczone,T,19,52221,53605,66816,58461
Stany Zjednoczone,T,20,50741,53687,64481,58759
Stany Zjednoczone,T,21,51057,53829,61634,57328
Stany Zjednoczone,T,22,51163,52861,59685,57449
Stany Zjednoczone,T,23,52127,53300,58911,57172
Stany Zjednoczone,T,24,51515,52796,58038,57231
Stany Zjednoczone,T,25,51224,52426,58002,56932
Stany Zjednoczone,T,26,50996,52327,58511,57508
Stany Zjednoczone,T,27,51814,52509,59831,57207
Stany Zjednoczone,T,28,51340,52079,61949,57234
Stany Zjednoczone,T,29,50733,51801,63180,58455
Stany Zjednoczone,T,30,50425,51805,64250,60288
Stany Zjednoczone,T,31,50800,51549,64239,63776
Stany Zjednoczone,T,32,51135,51859,63723,67015
Stany Zjednoczone,T,33,50423,51134,63647,69962
Stany Zjednoczone,T,34,50582,51151,62571,72173
Stany Zjednoczone,T,35,50746,51298,61109,73516
Stany Zjednoczone,T,36,50433,51960,60247,73707
Stany Zjednoczone,T,37,51215,51750,59669,73281
Stany Zjednoczone,T,38,51714,51917,59741,72152
Stany Zjednoczone,T,39,51100,52878,60617,71330
Stany Zjednoczone,T,40,52489,52683,59808,69091
Stany Zjednoczone,T,41,51976,53223,61782,67517
Stany Zjednoczone,T,42,53115,54442,60649,67046
Stany Zjednoczone,T,43,53883,54156,62195,66471
Stany Zjednoczone,T,44,53771,54215,63428,66600
Stany Zjednoczone,T,45,53695,55806,67592,67800
Stany Zjednoczone,T,46,54824,56044,68826,67295
Stany Zjednoczone,T,47,54983,56321,71687,68312
Stany Zjednoczone,T,48,55214,55608,73311,70516
Stany Zjednoczone,T,49,56100,57420,77435,72511
Stany Zjednoczone,T,50,56533,57782,82010,71661
Stany Zjednoczone,T,51,56674,57585,82944,72653
Stany Zjednoczone,T,52,56168,58627,84373,74665
Urugwaj,M,1,2525,2720,2546,3140
Urugwaj,M,2,2231,2318,2427,1877
Urugwaj,M,3,2518,2641,2601,3115
Urugwaj,M,4,2458,2580,2511,4467
Urugwaj,M,5,2746,2904,2718,4808
Urugwaj,M,6,3210,3005,2707,4437
Urugwaj,M,7,3392,3720,3162,3702
Urugwaj,M,8,3721,3515,2952,3372
Urugwaj,M,9,3282,3206,2866,3068
Urugwaj,M,10,2885,2916,2721,2766
Urugwaj,M,11,2652,2659,2568,2804
Urugwaj,M,12,2508,2623,2859,3043
Uzbekistan,M,1,10089,11329,11136,11921
Uzbekistan,M,2,13645,13018,13693,14702
Uzbekistan,M,3,13972,12540,12633,13603
Uzbekistan,M,4,12983,13143,11613,12432
Uzbekistan,M,5,13263,13158,11792,12440
Uzbekistan,M,6,11610,11045,13787,14629
Uzbekistan,M,7,14219,14777,17345,17670
Uzbekistan,M,8,11868,12292,20706,21208
Uzbekistan,M,9,10950,10851,13161,13456
Uzbekistan,M,10,12144,11948,15629,13701
Uzbekistan,M,11,12667,12273,14204,12981
Uzbekistan,M,12,17503,18196,19938,15797
