DATAFLOW,CSE_SEX: Sex,CSE_AGE0_90: Age 0 to 90,CSE_FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,CSE_OBS_STATUS: Observation Status,CSE_OBS_NOTE: Observation Note
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_59: 59,A: Annual,2007-A1,6286,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_59: 59,A: Annual,2008-A1,6106,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_59: 59,A: Annual,2009-A1,6135,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_59: 59,A: Annual,2010-A1,5694,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_59: 59,A: Annual,2011-A1,5752,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_59: 59,A: Annual,2012-A1,5606,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_59: 59,A: Annual,2013-A1,5822,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_59: 59,A: Annual,2014-A1,5929,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_59: 59,A: Annual,2015-A1,6209,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_59: 59,A: Annual,2016-A1,6318,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_59: 59,A: Annual,2017-A1,6253,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_59: 59,A: Annual,2018-A1,6261,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_59: 59,A: Annual,2019-A1,6472,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_59: 59,A: Annual,2020-A1,6185,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_63: 63,A: Annual,2000-A1,3633,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_63: 63,A: Annual,2001-A1,3585,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_63: 63,A: Annual,2002-A1,3734,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_63: 63,A: Annual,2003-A1,3374,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_63: 63,A: Annual,2004-A1,3048,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_63: 63,A: Annual,2005-A1,2920,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_63: 63,A: Annual,2006-A1,4180,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_63: 63,A: Annual,2007-A1,5879,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_63: 63,A: Annual,2008-A1,5737,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_63: 63,A: Annual,2009-A1,6020,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_63: 63,A: Annual,2010-A1,6320,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_63: 63,A: Annual,2011-A1,6259,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_63: 63,A: Annual,2012-A1,6071,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_63: 63,A: Annual,2013-A1,6064,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_63: 63,A: Annual,2014-A1,5678,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_63: 63,A: Annual,2015-A1,5705,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_63: 63,A: Annual,2016-A1,5633,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_63: 63,A: Annual,2017-A1,5847,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_63: 63,A: Annual,2018-A1,5959,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_63: 63,A: Annual,2019-A1,6258,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_63: 63,A: Annual,2020-A1,6296,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_75: 75,A: Annual,2000-A1,984,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_75: 75,A: Annual,2001-A1,1009,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_75: 75,A: Annual,2002-A1,918,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_75: 75,A: Annual,2003-A1,927,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_75: 75,A: Annual,2004-A1,933,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_75: 75,A: Annual,2005-A1,1023,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_75: 75,A: Annual,2006-A1,1038,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_75: 75,A: Annual,2007-A1,1127,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_75: 75,A: Annual,2008-A1,1151,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_75: 75,A: Annual,2009-A1,1154,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_75: 75,A: Annual,2010-A1,1256,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_75: 75,A: Annual,2011-A1,1440,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_75: 75,A: Annual,2012-A1,1389,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_75: 75,A: Annual,2013-A1,1433,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_75: 75,A: Annual,2014-A1,1448,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_75: 75,A: Annual,2015-A1,1340,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_75: 75,A: Annual,2016-A1,1221,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_75: 75,A: Annual,2017-A1,1215,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_75: 75,A: Annual,2018-A1,1708,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_75: 75,A: Annual,2019-A1,2484,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_75: 75,A: Annual,2020-A1,2354,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_70: 70,A: Annual,2000-A1,1660,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_70: 70,A: Annual,2001-A1,1711,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_70: 70,A: Annual,2002-A1,1715,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_70: 70,A: Annual,2003-A1,1733,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_70: 70,A: Annual,2004-A1,1621,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_70: 70,A: Annual,2005-A1,1811,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_70: 70,A: Annual,2006-A1,1875,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_70: 70,A: Annual,2007-A1,1909,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_70: 70,A: Annual,2008-A1,1857,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_70: 70,A: Annual,2009-A1,1883,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_70: 70,A: Annual,2010-A1,1747,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_70: 70,A: Annual,2011-A1,1588,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_70: 70,A: Annual,2012-A1,1435,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_70: 70,A: Annual,2013-A1,2142,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_70: 70,A: Annual,2014-A1,2877,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_70: 70,A: Annual,2015-A1,2845,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_70: 70,A: Annual,2016-A1,3023,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_70: 70,A: Annual,2017-A1,3182,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_70: 70,A: Annual,2018-A1,3091,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_70: 70,A: Annual,2019-A1,2939,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_70: 70,A: Annual,2020-A1,2954,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_87: 87,A: Annual,2000-A1,381,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_87: 87,A: Annual,2001-A1,336,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_87: 87,A: Annual,2002-A1,340,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_87: 87,A: Annual,2003-A1,357,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_87: 87,A: Annual,2004-A1,308,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_87: 87,A: Annual,2005-A1,381,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_87: 87,A: Annual,2006-A1,453,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_87: 87,A: Annual,2007-A1,536,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_87: 87,A: Annual,2008-A1,526,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_87: 87,A: Annual,2009-A1,547,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_87: 87,A: Annual,2010-A1,536,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_87: 87,A: Annual,2011-A1,649,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_87: 87,A: Annual,2012-A1,616,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_87: 87,A: Annual,2013-A1,632,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_87: 87,A: Annual,2014-A1,676,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_87: 87,A: Annual,2015-A1,627,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_87: 87,A: Annual,2016-A1,715,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_87: 87,A: Annual,2017-A1,801,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_87: 87,A: Annual,2018-A1,825,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_87: 87,A: Annual,2019-A1,864,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_87: 87,A: Annual,2020-A1,901,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_80: 80,A: Annual,2000-A1,1650,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_80: 80,A: Annual,2001-A1,1666,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_80: 80,A: Annual,2002-A1,1552,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_80: 80,A: Annual,2003-A1,1499,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_80: 80,A: Annual,2004-A1,1831,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_80: 80,A: Annual,2005-A1,1814,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_80: 80,A: Annual,2006-A1,1839,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_80: 80,A: Annual,2007-A1,1870,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_80: 80,A: Annual,2008-A1,1782,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_80: 80,A: Annual,2009-A1,1841,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_80: 80,A: Annual,2010-A1,2040,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_80: 80,A: Annual,2011-A1,2127,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_80: 80,A: Annual,2012-A1,2227,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_80: 80,A: Annual,2013-A1,2307,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_80: 80,A: Annual,2014-A1,2237,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_80: 80,A: Annual,2015-A1,2479,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_80: 80,A: Annual,2016-A1,2681,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_80: 80,A: Annual,2017-A1,2711,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_80: 80,A: Annual,2018-A1,2749,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_80: 80,A: Annual,2019-A1,2727,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_80: 80,A: Annual,2020-A1,2580,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_49: 49,A: Annual,2000-A1,2854,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_49: 49,A: Annual,2001-A1,2850,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_49: 49,A: Annual,2002-A1,2786,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_49: 49,A: Annual,2003-A1,2873,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_49: 49,A: Annual,2004-A1,2902,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_49: 49,A: Annual,2005-A1,2995,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_49: 49,A: Annual,2006-A1,3054,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_49: 49,A: Annual,2007-A1,3069,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_49: 49,A: Annual,2008-A1,3072,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_49: 49,A: Annual,2009-A1,3086,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_49: 49,A: Annual,2010-A1,2880,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_49: 49,A: Annual,2011-A1,2930,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_49: 49,A: Annual,2012-A1,2717,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_49: 49,A: Annual,2013-A1,2697,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_49: 49,A: Annual,2014-A1,2641,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_49: 49,A: Annual,2015-A1,2529,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_49: 49,A: Annual,2016-A1,2570,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_49: 49,A: Annual,2017-A1,2699,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_49: 49,A: Annual,2018-A1,2584,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_49: 49,A: Annual,2019-A1,2813,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_49: 49,A: Annual,2020-A1,2936,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_66: 66,A: Annual,2000-A1,1702,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_66: 66,A: Annual,2001-A1,1858,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_66: 66,A: Annual,2002-A1,1961,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_66: 66,A: Annual,2003-A1,1942,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_66: 66,A: Annual,2004-A1,1880,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_66: 66,A: Annual,2005-A1,1941,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_66: 66,A: Annual,2006-A1,1793,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_66: 66,A: Annual,2007-A1,1619,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_66: 66,A: Annual,2008-A1,1478,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_66: 66,A: Annual,2009-A1,2183,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_66: 66,A: Annual,2010-A1,2927,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_66: 66,A: Annual,2011-A1,2920,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_66: 66,A: Annual,2012-A1,3064,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_66: 66,A: Annual,2013-A1,3244,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_66: 66,A: Annual,2014-A1,3152,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_66: 66,A: Annual,2015-A1,3015,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_66: 66,A: Annual,2016-A1,3033,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_66: 66,A: Annual,2017-A1,2868,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_66: 66,A: Annual,2018-A1,2886,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_66: 66,A: Annual,2019-A1,2808,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_66: 66,A: Annual,2020-A1,2886,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_83: 83,A: Annual,2000-A1,504,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_83: 83,A: Annual,2001-A1,558,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_83: 83,A: Annual,2002-A1,704,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_83: 83,A: Annual,2003-A1,780,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_83: 83,A: Annual,2004-A1,813,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_83: 83,A: Annual,2005-A1,814,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_83: 83,A: Annual,2006-A1,787,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_83: 83,A: Annual,2007-A1,944,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_83: 83,A: Annual,2008-A1,863,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_83: 83,A: Annual,2009-A1,916,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_83: 83,A: Annual,2010-A1,960,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_83: 83,A: Annual,2011-A1,896,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_83: 83,A: Annual,2012-A1,938,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_83: 83,A: Annual,2013-A1,1072,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_83: 83,A: Annual,2014-A1,1153,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_83: 83,A: Annual,2015-A1,1181,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_83: 83,A: Annual,2016-A1,1189,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_83: 83,A: Annual,2017-A1,1155,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_83: 83,A: Annual,2018-A1,1290,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_83: 83,A: Annual,2019-A1,1296,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_83: 83,A: Annual,2020-A1,1366,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_24: 24,A: Annual,2000-A1,3083,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_24: 24,A: Annual,2001-A1,3083,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_24: 24,A: Annual,2002-A1,3044,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_24: 24,A: Annual,2003-A1,3185,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_24: 24,A: Annual,2004-A1,3117,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_24: 24,A: Annual,2005-A1,2926,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_24: 24,A: Annual,2006-A1,3078,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_24: 24,A: Annual,2007-A1,3046,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_24: 24,A: Annual,2008-A1,3038,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_24: 24,A: Annual,2009-A1,3069,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_24: 24,A: Annual,2010-A1,3057,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_24: 24,A: Annual,2011-A1,2955,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_24: 24,A: Annual,2012-A1,3191,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_24: 24,A: Annual,2013-A1,3295,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_24: 24,A: Annual,2014-A1,3398,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_24: 24,A: Annual,2015-A1,3471,,
